train_loss,train_acc,epoch,step,val_loss,val_acc,test_loss,test_acc
2.1313023567199707,0.28125,0,99,,,,
1.1149508953094482,0.65625,0,199,,,,
0.5865230560302734,0.90625,0,299,,,,
0.29964932799339294,0.96875,0,399,,,,
0.2731693387031555,0.9375,0,499,,,,
0.3002728819847107,0.90625,0,599,,,,
0.2650078237056732,0.90625,0,699,,,,
0.24312028288841248,0.96875,0,799,,,,
0.12598173320293427,0.96875,0,899,,,,
0.2361575812101364,0.84375,0,999,,,,
0.1939258873462677,0.875,0,1099,,,,
0.2215774655342102,0.90625,0,1199,,,,
0.0752653107047081,1.0,0,1299,,,,
0.08309271186590195,0.9375,0,1399,,,,
0.07533770054578781,1.0,0,1499,,,,
,,0,1562,3.5625832080841064,0.37610000371932983,,
0.1453365534543991,0.96875,1,1599,,,,
0.032480478286743164,1.0,1,1699,,,,
0.23351071774959564,0.9375,1,1799,,,,
0.12954425811767578,0.9375,1,1899,,,,
0.08173391222953796,0.96875,1,1999,,,,
0.19999291002750397,0.96875,1,2099,,,,
0.13044492900371552,0.96875,1,2199,,,,
0.12366539239883423,0.96875,1,2299,,,,
0.11238899827003479,0.96875,1,2399,,,,
0.055170170962810516,1.0,1,2499,,,,
0.07413158565759659,0.96875,1,2599,,,,
0.03328708931803703,1.0,1,2699,,,,
0.12385790795087814,0.96875,1,2799,,,,
0.05277044326066971,1.0,1,2899,,,,
0.10070282965898514,0.96875,1,2999,,,,
0.05100986361503601,0.96875,1,3099,,,,
,,1,3125,3.652737617492676,0.39160001277923584,,
0.011816014535725117,1.0,2,3199,,,,
0.22635889053344727,0.9375,2,3299,,,,
0.06018255650997162,0.96875,2,3399,,,,
0.27230584621429443,0.96875,2,3499,,,,
0.056653834879398346,1.0,2,3599,,,,
0.043798211961984634,1.0,2,3699,,,,
0.07466564327478409,1.0,2,3799,,,,
0.18176306784152985,0.96875,2,3899,,,,
0.04062790051102638,1.0,2,3999,,,,
0.036677490919828415,0.96875,2,4099,,,,
0.010400299914181232,1.0,2,4199,,,,
0.05796830728650093,1.0,2,4299,,,,
0.013645390048623085,1.0,2,4399,,,,
0.09325876832008362,0.9375,2,4499,,,,
0.24324838817119598,0.9375,2,4599,,,,
,,2,4688,4.201385498046875,0.3930000066757202,,
0.01795622520148754,1.0,3,4699,,,,
0.08490078151226044,0.9375,3,4799,,,,
0.11326273530721664,0.96875,3,4899,,,,
0.019716789945960045,1.0,3,4999,,,,
0.22757676243782043,0.90625,3,5099,,,,
0.014210987836122513,1.0,3,5199,,,,
0.16510407626628876,0.96875,3,5299,,,,
0.0037743961438536644,1.0,3,5399,,,,
0.05261269956827164,0.96875,3,5499,,,,
0.027623990550637245,1.0,3,5599,,,,
0.07774647325277328,0.96875,3,5699,,,,
0.07925952970981598,0.96875,3,5799,,,,
0.01585630141198635,1.0,3,5899,,,,
0.004040502477437258,1.0,3,5999,,,,
0.027936581522226334,1.0,3,6099,,,,
0.08818072825670242,0.9375,3,6199,,,,
,,3,6251,4.072597980499268,0.4108999967575073,,
0.006612503435462713,1.0,4,6299,,,,
0.049846112728118896,1.0,4,6399,,,,
0.06973542273044586,0.96875,4,6499,,,,
0.0016192687908187509,1.0,4,6599,,,,
0.00669444864615798,1.0,4,6699,,,,
0.03219122439622879,1.0,4,6799,,,,
0.019157620146870613,1.0,4,6899,,,,
0.011081556789577007,1.0,4,6999,,,,
0.046900674700737,0.96875,4,7099,,,,
0.018966296687722206,1.0,4,7199,,,,
0.07643722742795944,0.96875,4,7299,,,,
0.012434359639883041,1.0,4,7399,,,,
0.07157686352729797,0.9375,4,7499,,,,
0.013705314137041569,1.0,4,7599,,,,
0.13802942633628845,0.96875,4,7699,,,,
0.05632214620709419,0.96875,4,7799,,,,
,,4,7814,3.934581756591797,0.4302999973297119,,
0.05138168856501579,0.96875,5,7899,,,,
0.004543180577456951,1.0,5,7999,,,,
0.007412212435156107,1.0,5,8099,,,,
0.017271270975470543,1.0,5,8199,,,,
0.13953490555286407,0.96875,5,8299,,,,
0.013622554019093513,1.0,5,8399,,,,
0.013090177439153194,1.0,5,8499,,,,
0.12183517217636108,0.96875,5,8599,,,,
0.012390641495585442,1.0,5,8699,,,,
0.12355148792266846,0.96875,5,8799,,,,
0.019501902163028717,1.0,5,8899,,,,
0.10123310983181,0.96875,5,8999,,,,
0.0029503176920115948,1.0,5,9099,,,,
0.016440730541944504,1.0,5,9199,,,,
0.03318323194980621,1.0,5,9299,,,,
,,5,9377,4.272860050201416,0.39750000834465027,,
0.06385736167430878,0.96875,6,9399,,,,
0.021700667217373848,1.0,6,9499,,,,
0.013982824981212616,1.0,6,9599,,,,
0.003148194868117571,1.0,6,9699,,,,
0.295205295085907,0.96875,6,9799,,,,
0.003998967353254557,1.0,6,9899,,,,
0.016042839735746384,1.0,6,9999,,,,
0.031238842755556107,1.0,6,10099,,,,
0.07288949936628342,0.9375,6,10199,,,,
0.0026908693835139275,1.0,6,10299,,,,
0.008602437563240528,1.0,6,10399,,,,
0.07024835050106049,0.96875,6,10499,,,,
0.10129259526729584,0.9375,6,10599,,,,
0.09863200783729553,0.96875,6,10699,,,,
0.07806997001171112,0.96875,6,10799,,,,
0.038847748190164566,1.0,6,10899,,,,
,,6,10940,4.434654712677002,0.4223000109195709,,
0.07583648711442947,0.96875,7,10999,,,,
0.01730242371559143,1.0,7,11099,,,,
0.008483974263072014,1.0,7,11199,,,,
0.17072340846061707,0.9375,7,11299,,,,
0.009565979242324829,1.0,7,11399,,,,
0.058761678636074066,0.96875,7,11499,,,,
0.011405491270124912,1.0,7,11599,,,,
0.026338761672377586,1.0,7,11699,,,,
0.0478392131626606,0.96875,7,11799,,,,
0.199721097946167,0.96875,7,11899,,,,
0.011226126924157143,1.0,7,11999,,,,
0.019962677732110023,1.0,7,12099,,,,
0.10218119621276855,0.96875,7,12199,,,,
0.11391536146402359,0.96875,7,12299,,,,
0.014258841052651405,1.0,7,12399,,,,
0.0018701526569202542,1.0,7,12499,,,,
,,7,12503,4.952015399932861,0.40689998865127563,,
0.08700277656316757,0.96875,8,12599,,,,
0.003634609282016754,1.0,8,12699,,,,
0.015732329338788986,1.0,8,12799,,,,
0.0032438142225146294,1.0,8,12899,,,,
0.0017828315030783415,1.0,8,12999,,,,
0.012111102230846882,1.0,8,13099,,,,
0.03280429542064667,1.0,8,13199,,,,
0.051887333393096924,0.96875,8,13299,,,,
0.005523755680769682,1.0,8,13399,,,,
0.02815869264304638,1.0,8,13499,,,,
0.25804397463798523,0.96875,8,13599,,,,
0.10908713191747665,0.9375,8,13699,,,,
0.04313238337635994,0.96875,8,13799,,,,
0.02343936823308468,1.0,8,13899,,,,
0.014527958817780018,1.0,8,13999,,,,
,,8,14066,4.578696250915527,0.4203000068664551,,
0.05667925626039505,0.96875,9,14099,,,,
0.006230623461306095,1.0,9,14199,,,,
0.004825509153306484,1.0,9,14299,,,,
0.0019648801535367966,1.0,9,14399,,,,
0.0017881407402455807,1.0,9,14499,,,,
0.003370763035491109,1.0,9,14599,,,,
0.0004664256703108549,1.0,9,14699,,,,
0.11783582717180252,0.96875,9,14799,,,,
0.018026085570454597,1.0,9,14899,,,,
0.0006701013771817088,1.0,9,14999,,,,
0.0646219328045845,0.96875,9,15099,,,,
0.014746631495654583,1.0,9,15199,,,,
0.007428660057485104,1.0,9,15299,,,,
0.02897055633366108,0.96875,9,15399,,,,
0.008554424159228802,1.0,9,15499,,,,
0.02049638330936432,1.0,9,15599,,,,
,,9,15629,5.268409729003906,0.42089998722076416,,
,,10,15630,,,3.9208555221557617,0.4278999865055084
