train_loss,train_acc,epoch,step,val_loss,val_acc,test_loss,test_acc
2.2419064044952393,0.25,0,99,,,,
2.1143405437469482,0.25,0,199,,,,
1.8303937911987305,0.4375,0,299,,,,
1.929323434829712,0.3125,0,399,,,,
1.6031720638275146,0.46875,0,499,,,,
1.7527105808258057,0.375,0,599,,,,
1.8194130659103394,0.25,0,699,,,,
1.6433606147766113,0.40625,0,799,,,,
1.6358479261398315,0.4375,0,899,,,,
1.7813969850540161,0.40625,0,999,,,,
1.5101432800292969,0.4375,0,1099,,,,
1.4327985048294067,0.53125,0,1199,,,,
1.3537464141845703,0.53125,0,1299,,,,
1.1555819511413574,0.5625,0,1399,,,,
1.3219521045684814,0.53125,0,1499,,,,
,,0,1562,1.2458490133285522,0.5407000184059143,,
1.1628707647323608,0.53125,1,1599,,,,
1.1689863204956055,0.6875,1,1699,,,,
1.2133004665374756,0.53125,1,1799,,,,
1.1830615997314453,0.625,1,1899,,,,
1.2566328048706055,0.53125,1,1999,,,,
0.9350594878196716,0.71875,1,2099,,,,
1.4274052381515503,0.625,1,2199,,,,
0.7729119062423706,0.65625,1,2299,,,,
0.8853293657302856,0.625,1,2399,,,,
1.2639694213867188,0.5625,1,2499,,,,
0.526495635509491,0.90625,1,2599,,,,
1.184927225112915,0.625,1,2699,,,,
0.7418080568313599,0.78125,1,2799,,,,
0.8136133551597595,0.6875,1,2899,,,,
0.7970058917999268,0.59375,1,2999,,,,
1.127089500427246,0.65625,1,3099,,,,
,,1,3125,0.7431250810623169,0.7475000023841858,,
0.5335175395011902,0.8125,2,3199,,,,
0.7338937520980835,0.65625,2,3299,,,,
0.8739392161369324,0.71875,2,3399,,,,
0.5335828065872192,0.75,2,3499,,,,
0.7714458703994751,0.78125,2,3599,,,,
0.633457601070404,0.6875,2,3699,,,,
1.0199158191680908,0.6875,2,3799,,,,
0.9262436628341675,0.625,2,3899,,,,
0.9869050979614258,0.6875,2,3999,,,,
0.6035411953926086,0.78125,2,4099,,,,
0.6137754917144775,0.6875,2,4199,,,,
0.5605814456939697,0.84375,2,4299,,,,
0.6480807662010193,0.75,2,4399,,,,
0.5341654419898987,0.875,2,4499,,,,
0.6210087537765503,0.84375,2,4599,,,,
,,2,4688,0.5729402303695679,0.8083999752998352,,
0.9654490947723389,0.75,3,4699,,,,
0.614703893661499,0.75,3,4799,,,,
0.36517876386642456,0.90625,3,4899,,,,
0.5222314596176147,0.875,3,4999,,,,
0.2883850038051605,0.9375,3,5099,,,,
0.30925822257995605,0.875,3,5199,,,,
0.5699537992477417,0.75,3,5299,,,,
0.3747146427631378,0.84375,3,5399,,,,
0.7855657339096069,0.8125,3,5499,,,,
0.45465946197509766,0.84375,3,5599,,,,
0.6944909691810608,0.71875,3,5699,,,,
0.3362351655960083,0.9375,3,5799,,,,
0.33697476983070374,0.875,3,5899,,,,
0.8120183944702148,0.78125,3,5999,,,,
0.49187541007995605,0.8125,3,6099,,,,
0.3493921756744385,0.90625,3,6199,,,,
,,3,6251,0.48987895250320435,0.8540999889373779,,
0.5279350280761719,0.84375,4,6299,,,,
0.33468812704086304,0.8125,4,6399,,,,
0.5079622268676758,0.875,4,6499,,,,
0.23118604719638824,0.875,4,6599,,,,
0.40400975942611694,0.875,4,6699,,,,
0.6127945184707642,0.84375,4,6799,,,,
0.4511086940765381,0.875,4,6899,,,,
0.44340863823890686,0.84375,4,6999,,,,
0.5645121932029724,0.8125,4,7099,,,,
0.5675789713859558,0.84375,4,7199,,,,
0.4881932735443115,0.8125,4,7299,,,,
0.5005605816841125,0.90625,4,7399,,,,
0.40976762771606445,0.90625,4,7499,,,,
0.3300042450428009,0.84375,4,7599,,,,
0.2732984125614166,0.90625,4,7699,,,,
0.49377039074897766,0.84375,4,7799,,,,
,,4,7814,0.45881444215774536,0.8561000227928162,,
0.34446239471435547,0.84375,5,7899,,,,
0.2551543414592743,0.875,5,7999,,,,
0.6481928825378418,0.84375,5,8099,,,,
0.837073028087616,0.65625,5,8199,,,,
0.29725176095962524,0.90625,5,8299,,,,
0.2042997032403946,0.96875,5,8399,,,,
0.25231418013572693,0.9375,5,8499,,,,
0.788650393486023,0.75,5,8599,,,,
0.553225576877594,0.84375,5,8699,,,,
0.2726067900657654,0.9375,5,8799,,,,
0.5617653131484985,0.84375,5,8899,,,,
0.46751248836517334,0.875,5,8999,,,,
0.3919771611690521,0.84375,5,9099,,,,
0.4551624059677124,0.9375,5,9199,,,,
0.34643110632896423,0.9375,5,9299,,,,
,,5,9377,0.39642831683158875,0.8784999847412109,,
0.2742021679878235,0.875,6,9399,,,,
0.23791293799877167,0.9375,6,9499,,,,
0.306008905172348,0.90625,6,9599,,,,
0.45051854848861694,0.84375,6,9699,,,,
0.18139153718948364,0.96875,6,9799,,,,
0.5326244235038757,0.875,6,9899,,,,
0.4624325633049011,0.84375,6,9999,,,,
0.6365166306495667,0.71875,6,10099,,,,
0.2921784818172455,0.875,6,10199,,,,
0.4751025438308716,0.90625,6,10299,,,,
0.7422089576721191,0.71875,6,10399,,,,
0.7562942504882812,0.84375,6,10499,,,,
0.23569804430007935,0.90625,6,10599,,,,
0.43905410170555115,0.84375,6,10699,,,,
0.15112674236297607,1.0,6,10799,,,,
0.1522258073091507,0.96875,6,10899,,,,
,,6,10940,0.31655627489089966,0.9078999757766724,,
0.22353973984718323,0.9375,7,10999,,,,
0.4531123638153076,0.84375,7,11099,,,,
0.4403335750102997,0.875,7,11199,,,,
0.16542641818523407,0.9375,7,11299,,,,
0.2928217351436615,0.9375,7,11399,,,,
0.6481262445449829,0.84375,7,11499,,,,
0.08814912289381027,1.0,7,11599,,,,
0.22776827216148376,0.90625,7,11699,,,,
0.33186429738998413,0.90625,7,11799,,,,
0.45319733023643494,0.8125,7,11899,,,,
0.24322101473808289,0.9375,7,11999,,,,
0.4078987240791321,0.8125,7,12099,,,,
0.32591891288757324,0.9375,7,12199,,,,
0.21319225430488586,0.9375,7,12299,,,,
0.11388083547353745,1.0,7,12399,,,,
0.37421467900276184,0.90625,7,12499,,,,
,,7,12503,0.30249840021133423,0.9126999974250793,,
0.4457383155822754,0.875,8,12599,,,,
0.4460831582546234,0.84375,8,12699,,,,
0.424092561006546,0.90625,8,12799,,,,
0.28130215406417847,0.90625,8,12899,,,,
0.5562409162521362,0.78125,8,12999,,,,
0.2398059368133545,0.90625,8,13099,,,,
0.2834087610244751,0.90625,8,13199,,,,
0.43695294857025146,0.875,8,13299,,,,
0.25834688544273376,0.9375,8,13399,,,,
0.07789521664381027,1.0,8,13499,,,,
0.2479533851146698,0.96875,8,13599,,,,
0.2553445100784302,0.875,8,13699,,,,
0.2986597418785095,0.9375,8,13799,,,,
0.2242060899734497,0.90625,8,13899,,,,
0.15114246308803558,0.96875,8,13999,,,,
,,8,14066,0.31821930408477783,0.9010999798774719,,
0.2461678385734558,0.90625,9,14099,,,,
0.18811964988708496,0.9375,9,14199,,,,
0.28885993361473083,0.9375,9,14299,,,,
0.14351855218410492,0.9375,9,14399,,,,
0.6289710402488708,0.875,9,14499,,,,
0.6783255338668823,0.8125,9,14599,,,,
0.3056737780570984,0.875,9,14699,,,,
0.26687055826187134,0.90625,9,14799,,,,
0.2492551952600479,0.90625,9,14899,,,,
0.39807891845703125,0.875,9,14999,,,,
0.268726110458374,0.90625,9,15099,,,,
0.1573033332824707,0.96875,9,15199,,,,
0.0556529201567173,1.0,9,15299,,,,
0.1837226152420044,0.96875,9,15399,,,,
0.31319552659988403,0.90625,9,15499,,,,
0.2879502475261688,0.875,9,15599,,,,
,,9,15629,0.29112693667411804,0.9057000279426575,,
0.6178642511367798,0.8125,10,15699,,,,
0.7916796803474426,0.75,10,15799,,,,
0.6024254560470581,0.8125,10,15899,,,,
0.3000529408454895,0.9375,10,15999,,,,
0.23642712831497192,0.9375,10,16099,,,,
0.245576411485672,0.96875,10,16199,,,,
0.2910657823085785,0.875,10,16299,,,,
0.4213551878929138,0.84375,10,16399,,,,
0.2627018690109253,0.90625,10,16499,,,,
0.21515756845474243,0.90625,10,16599,,,,
0.17626801133155823,0.90625,10,16699,,,,
0.09579064697027206,0.96875,10,16799,,,,
0.08960382640361786,0.96875,10,16899,,,,
0.5943044424057007,0.875,10,16999,,,,
0.2440294325351715,0.9375,10,17099,,,,
,,10,17192,0.34728169441223145,0.8870999813079834,,
0.23885037004947662,0.90625,11,17199,,,,
0.11101802438497543,1.0,11,17299,,,,
0.22590790688991547,0.9375,11,17399,,,,
0.180243119597435,0.9375,11,17499,,,,
0.11773503571748734,0.96875,11,17599,,,,
0.28204700350761414,0.875,11,17699,,,,
0.2674015164375305,0.90625,11,17799,,,,
0.30103611946105957,0.9375,11,17899,,,,
0.038358308374881744,1.0,11,17999,,,,
0.3372637629508972,0.90625,11,18099,,,,
0.16012585163116455,0.9375,11,18199,,,,
0.38899698853492737,0.875,11,18299,,,,
0.20519936084747314,0.96875,11,18399,,,,
0.389149934053421,0.90625,11,18499,,,,
0.2809476852416992,0.90625,11,18599,,,,
0.17169076204299927,0.96875,11,18699,,,,
,,11,18755,0.2765803933143616,0.9096999764442444,,
0.1993984580039978,0.96875,12,18799,,,,
0.2564423680305481,0.875,12,18899,,,,
0.13451634347438812,0.9375,12,18999,,,,
0.22063776850700378,0.9375,12,19099,,,,
0.320733904838562,0.90625,12,19199,,,,
0.10297561436891556,0.96875,12,19299,,,,
0.0942501351237297,0.96875,12,19399,,,,
0.19971443712711334,0.90625,12,19499,,,,
0.20109446346759796,0.9375,12,19599,,,,
0.4798058569431305,0.90625,12,19699,,,,
0.18703995645046234,0.9375,12,19799,,,,
0.15186260640621185,0.96875,12,19899,,,,
0.17218360304832458,0.9375,12,19999,,,,
0.13474947214126587,0.96875,12,20099,,,,
0.1246742308139801,0.9375,12,20199,,,,
0.2072269171476364,0.875,12,20299,,,,
,,12,20318,0.30076590180397034,0.9071000218391418,,
,,13,20319,,,0.28796133399009705,0.9143999814987183
