train_loss,train_acc,epoch,step,val_loss,val_acc,test_loss,test_acc
2.1062543392181396,0.25,0,99,,,,
1.6911050081253052,0.40625,0,199,,,,
1.7140235900878906,0.3125,0,299,,,,
1.8057323694229126,0.4375,0,399,,,,
1.705359697341919,0.40625,0,499,,,,
1.808725357055664,0.375,0,599,,,,
1.6950538158416748,0.46875,0,699,,,,
1.669610857963562,0.4375,0,799,,,,
1.4703458547592163,0.40625,0,899,,,,
1.2553611993789673,0.5625,0,999,,,,
1.5823562145233154,0.46875,0,1099,,,,
1.319305181503296,0.53125,0,1199,,,,
1.4703922271728516,0.53125,0,1299,,,,
1.4550597667694092,0.40625,0,1399,,,,
1.6182453632354736,0.5,0,1499,,,,
,,0,1562,1.2395881414413452,0.5896999835968018,,
1.7565884590148926,0.375,1,1599,,,,
1.024363398551941,0.625,1,1699,,,,
1.100640058517456,0.625,1,1799,,,,
0.9340457916259766,0.71875,1,1899,,,,
0.9999998807907104,0.71875,1,1999,,,,
1.0246727466583252,0.65625,1,2099,,,,
0.8954216837882996,0.6875,1,2199,,,,
0.8676477670669556,0.6875,1,2299,,,,
0.9667407870292664,0.625,1,2399,,,,
1.4313472509384155,0.5625,1,2499,,,,
0.8220430612564087,0.75,1,2599,,,,
0.6666736006736755,0.84375,1,2699,,,,
0.6098537445068359,0.71875,1,2799,,,,
1.0224021673202515,0.65625,1,2899,,,,
0.6584622263908386,0.75,1,2999,,,,
0.3995995819568634,0.9375,1,3099,,,,
,,1,3125,0.6416889429092407,0.8046000003814697,,
0.6551803946495056,0.8125,2,3199,,,,
0.6120390295982361,0.71875,2,3299,,,,
0.9246049523353577,0.8125,2,3399,,,,
0.8613890409469604,0.78125,2,3499,,,,
0.6924564838409424,0.75,2,3599,,,,
0.5211642980575562,0.84375,2,3699,,,,
0.7095872759819031,0.75,2,3799,,,,
0.4453278183937073,0.8125,2,3899,,,,
0.8799771070480347,0.78125,2,3999,,,,
0.5202367901802063,0.84375,2,4099,,,,
0.2758921682834625,0.90625,2,4199,,,,
0.5299498438835144,0.875,2,4299,,,,
0.4092152714729309,0.875,2,4399,,,,
0.6715618968009949,0.8125,2,4499,,,,
0.29010000824928284,0.90625,2,4599,,,,
,,2,4688,0.4937490224838257,0.8561000227928162,,
0.44217419624328613,0.875,3,4699,,,,
0.5411472916603088,0.8125,3,4799,,,,
0.2030016928911209,0.9375,3,4899,,,,
0.5952306389808655,0.8125,3,4999,,,,
0.42528727650642395,0.84375,3,5099,,,,
0.602806568145752,0.84375,3,5199,,,,
0.6309889554977417,0.8125,3,5299,,,,
0.2957288324832916,0.9375,3,5399,,,,
0.21515204012393951,0.9375,3,5499,,,,
0.5147475004196167,0.78125,3,5599,,,,
0.35605230927467346,0.875,3,5699,,,,
0.3225943446159363,0.9375,3,5799,,,,
0.33945178985595703,0.90625,3,5899,,,,
0.6681568026542664,0.8125,3,5999,,,,
0.5352461934089661,0.78125,3,6099,,,,
0.318665087223053,0.9375,3,6199,,,,
